dish_1562688426,88,179,roasted potatoes,17,209,chicken apple sausage,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1561662054,292,145,pepper,0.300716,23,white rice,12.02864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563381680,6,4,bacon,6,,,,141,salt,0.560292,84,garlic,1.120585,7,cauliflower,11.205847,10,steak,84.043846,147,roast chicken,115,213,wheat berry,16.808769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1562183096,95,145,pepper,0.015072,216,chard,2.411454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563476551,750,89,shallots,6.266546,153,salmon,208.884857,114,blueberries,0.964582,42,mushroom,75,109,vinegar,0.452148,214,arugula,13.504145,86,mustard,0.150716,100,olive oil,1.929163,85,walnuts,0.482291,141,salt,0.09043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1559844951,122,65,almonds,36,5,potatoes,86,42,mushroom,11.441095,237,ginger,1.044424,20,squash,69.333336,132,brownies,51,219,lemon juice,2.088849,180,sour cream,3.050959,164,lime,0.261106,84,garlic,7.792025,11,cheese pizza,29,71,wine,1.525479,157,cream,3.050959,21,brown rice,41.77697,186,jalapenos,2.088849,33,spinach (raw),18.07164,22,beef,76.273972,63,pasta,61.01918,217,thyme,0.190685,100,olive oil,2.138691,24,broccoli,69.333336,72,onions,11.805095,201,zucchini,69.333336,141,salt,0.617555,222,cilantro,2.088849,115,chili,0.522212,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1550778583,88,5,potatoes,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1562963704,479,62,radishes,3.508434,224,bok choy,12.315036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1566417398,46,86,mustard,0.40636,109,vinegar,2.600707,109,vinegar,3.508434,141,salt,0.615752,179,roasted potatoes,103,26,mixed greens,17.542168,208,soy sauce,5.803123,6,caesar salad,104,84,garlic,3.73659,152,sugar,9.236277,145,pepper,0.307876,23,white rice,12.315036,192,pork,86.205254,106,rice noodles,35.084335,95,cabbage,17.542168,169,pizza,52,100,olive oil,1.754217,41,carrot,8.771084,232,green onions,1.754217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1561739238,257,87,egg whites,71,15,hash browns,43,26,mixed greens,32.508835,227,celery root,2.600707,100,olive oil,5.201414,141,salt,0.081272,195,cherry tomatoes,2.600707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1562611680,256,222,cilantro,0.066242,84,garlic,0.354003,13,berries,61,181,sweet potato,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1568144828,152,141,salt,0.229205,145,pepper,0.038201,100,olive oil,7.088608,170,pepperoni pizza,50,219,lemon juice,0.132484,72,onions,1.589809,109,vinegar,3.676788,114,blueberries,7.088608,141,salt,0.25464,6,caesar salad,110,10,steak,19.872612,61,kale,0.66242,186,jalapenos,0.066242,33,spinach (raw),44.303799,86,mustard,0.443038,23,white rice,2.649682,62,radishes,7.088608,35,pineapple,0.66242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1550708440,75,35,pineapple,75,,,,41,carrot,61.12138,100,olive oil,0.611214,12,olives,31,195,cherry tomatoes,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551307090,52,57,potato chips,20,4,bacon,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563468327,483,110,yam,46.226414,181,sweet potato,46.226414,42,mushroom,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1562862493,134,8,scrambled eggs,134,,,,1,cottage cheese,83,35,pineapple,107,83,watermelon,132,100,olive oil,5.54717,13,berries,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558549008,115,195,cherry tomatoes,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1560453174,256,220,basil,0.226489,215,rosemary,0.226489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551226363,49,24,broccoli,49,,,,41,carrot,5.592233,100,olive oil,12.996382,65,almonds,2.796117,219,lemon juice,0.452979,223,parsley,1.152008,40,green beans,33,114,blueberries,13.980583,25,chicken,90.595764,145,pepper,0.056622,141,salt,0.462759,84,garlic,0.452979,109,vinegar,2.796117,201,zucchini,4.529788,86,mustard,0.699029,33,spinach (raw),72.167801,217,thyme,0.226489,213,wheat berry,9.059577,20,squash,4.529788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1562691032,415,13,berries,85,100,olive oil,0.902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551374440,54,51,banana,54,,,,35,pineapple,80,8,scrambled eggs,147,179,roasted potatoes,66,24,broccoli,36.097561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563824250,43,72,onions,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1560543755,264,232,green onions,1.198342,25,chicken,43.041904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558549773,10,33,spinach (raw),10,,,,7,cauliflower,75,40,green beans,1.076048,33,spinach (raw),1.076048,237,ginger,0.21521,100,olive oil,1.090737,179,roasted potatoes,86,26,mixed greens,9.831325,41,carrot,4.915662,24,broccoli,1.076048,141,salt,0.026901,23,white rice,4.30419,109,vinegar,2.181475,106,rice noodles,19.662649,95,cabbage,9.831325,62,radishes,1.966265,208,soy sauce,0.706776,84,garlic,0.799094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563822597,176,24,broccoli,29.333334,6,caesar salad,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551492561,159,12,olives,45,42,mushroom,29,20,squash,29.333334,201,zucchini,29.333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1566920365,871,198,salsa,141,181,sweet potato,156.097565,36,sausage,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563984242,753,181,sweet potato,80.975609,87,egg whites,472,100,olive oil,3.902439,87,egg whites,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551237016,37,22,beef,37,,,,35,pineapple,62,100,olive oil,2.02439,34,cantaloupe,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551489812,65,12,olives,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558459276,79,23,white rice,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1560974707,60,72,onions,4.151351,33,spinach (raw),25.945946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1565119669,229,61,kale,39,201,zucchini,75.5,195,cherry tomatoes,3.113513,129,tortilla chips,2.075676,43,corn,5.189189,48,cheese,3.113513,141,salt,0.064865,115,chili,0.259459,29,tomatoes,2.075676,84,garlic,0.518919,164,lime,1.037838,180,sour cream,2.075676,150,black beans,10.378379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1566417516,425,213,wheat berry,31.63763,154,eggplant,109.803925,216,chard,39,228,chayote squash,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558724031,303,195,cherry tomatoes,107,34,cantaloupe,93,195,cherry tomatoes,8.928233,26,mixed greens,32.508835,227,celery root,2.600707,141,salt,1.574782,86,mustard,0.40636,84,garlic,1.581882,100,olive oil,12.626979,109,vinegar,2.600707,216,chard,14.236935,45,fish,158.188156,226,chive,0.39547,89,shallots,3.163763,179,roasted potatoes,40,223,parsley,1.581882,219,lemon juice,3.163763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551494178,230,56,tortilla,67,25,chicken,70,65,almonds,51,7,cauliflower,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551233434,104,42,mushroom,24,28,cucumbers,27,12,olives,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551390304,65,52,kiwi,65,,,,24,broccoli,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558637393,128,65,almonds,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563393217,228,201,zucchini,39.333336,24,broccoli,39.333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1562789268,350,192,pork,76.447876,116,corn on the cob,196,20,squash,39.333336,72,onions,35,28,cucumbers,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563998323,574,179,roasted potatoes,79,89,shallots,1.272291,21,brown rice,10.19305,219,lemon juice,0.509652,223,parsley,0.254826,220,basil,0.254826,89,shallots,0.509652,195,cherry tomatoes,2.548263,11,cheese pizza,55,145,pepper,1.019305,141,salt,0.127413,109,vinegar,0.509652,100,olive oil,2.03861,72,onions,1.019305,84,garlic,1.019305,24,broccoli,2.548263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1568144803,93,141,salt,0.229205,145,pepper,0.038201,100,olive oil,4.380647,221,tatsoi,4.590164,183,butter,0.708516,186,jalapenos,0.459016,213,wheat berry,7.085158,42,mushroom,3.542579,10,steak,91.803284,218,oregano,0.221411,25,chicken,70.851585,145,pepper,0.354258,141,salt,1.167532,84,garlic,1.626549,178,white wine,0.177129,222,cilantro,0.918033,109,vinegar,0.229508,217,thyme,0.221411,219,lemon juice,2.013195,215,rosemary,0.221411,214,arugula,1.771289,220,basil,0.354258,21,brown rice,18.360655,157,cream,2.834063,223,parsley,1.836066,7,cauliflower,278,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551487158,82,12,olives,82,,,,41,carrot,61.12138,100,olive oil,0.611214,12,olives,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1559700851,54,33,spinach (raw),28.235296,109,vinegar,2.823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1561997365,168,133,yogurt,168,,,,29,tomatoes,3.529412,141,salt,0.176471,86,mustard,0.352941,84,garlic,0.529412,100,olive oil,5.647059,225,mustard greens,7.058824,28,cucumbers,5.647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551395233,113,25,chicken,43,43,corn,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1561492204,334,100,olive oil,8.999132,114,blueberries,4.354431,47,shrimp,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1567613057,749,100,olive oil,3.780488,87,egg whites,369,72,onions,4.644702,29,tomatoes,11.611754,141,salt,2.458427,111,fried rice,128,25,chicken,92.894035,145,pepper,0.435441,86,mustard,0.272152,84,garlic,2.458427,30,bell peppers,11.611754,212,millet,23.223509,186,jalapenos,4.644702,33,spinach (raw),31.85989,109,vinegar,2.177215,62,radishes,4.354431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563996485,201,141,salt,0.293896,145,pepper,0.048983,83,watermelon,121,181,sweet potato,151.219513,198,salsa,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1550775393,166,24,broccoli,57,49,nuts,55,114,blueberries,3.134891,216,chard,7.837227,214,arugula,43.888474,109,vinegar,1.46948,86,mustard,0.489827,100,olive oil,6.269781,85,walnuts,1.567445,179,roasted potatoes,55,7,cauliflower,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551376970,184,52,kiwi,65,43,corn,43,51,banana,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1559239151,40,33,spinach (raw),40,,,,13,berries,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1559678330,150,100,olive oil,15.686275,33,spinach (raw),78.431374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563998210,91,84,garlic,0.708516,100,olive oil,0.708516,109,vinegar,7.843137,29,tomatoes,9.803922,84,garlic,1.470588,28,cucumbers,15.686275,141,salt,0.490196,86,mustard,0.980392,225,mustard greens,19.607843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1565033110,147,24,broccoli,92,26,mixed greens,55,217,thyme,0.221411,219,lemon juice,0.177129,183,butter,0.708516,157,cream,2.834063,218,oregano,0.221411,25,chicken,70.851585,145,pepper,0.354258,178,white wine,0.177129,89,shallots,0.354258,214,arugula,1.771289,215,rosemary,0.221411,42,mushroom,3.542579,220,basil,0.354258,213,wheat berry,7.085158,141,salt,0.708516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558459115,298,65,almonds,20,50,apple,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1564082178,348,216,chard,6.884273,215,rosemary,0.344214,23,white rice,32,195,cherry tomatoes,61,182,grapes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1550707756,35,22,beef,35,,,,84,garlic,1.376855,141,salt,1.376855,25,chicken,275.370941,219,lemon juice,1.032641,226,chive,0.344214,41,carrot,27.537092,100,olive oil,5.507418,223,parsley,0.344214,220,basil,0.344214,21,brown rice,27.537092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558723777,143,50,apple,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558721757,133,65,almonds,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551227216,24,42,mushroom,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551492702,114,7,cauliflower,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563378110,405,34,cantaloupe,42,181,sweet potato,40.566036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558376306,108,36,sausage,108,,,,100,olive oil,4.867925,35,pineapple,50,87,egg whites,204,36,sausage,23,110,yam,40.566036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558114086,143,194,deprecated,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1550771267,58,24,broccoli,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1551390215,43,24,broccoli,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558720236,407,50,apple,143,41,carrot,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1563468269,302,13,berries,63,83,watermelon,132,7,cauliflower,57,65,almonds,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558380557,212,182,grapes,52,65,almonds,48,35,pineapple,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
